CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,NIVEL_DE_FORMACIÓN,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,NIVEL_DE_FORMACIÓN EAFIT,CAMPO_AMPLIO_EAFIT,label,departamentoEAFIT,MunicipioEAFIT
1816,1818,universidad cooperativa de colombia,8894,derecho,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1816,1818,universidad cooperativa de colombia,8895,derecho,administracion de empresas y derecho,Universitario,tolima,ibague,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1805,1805,universidad santiago de cali,8901,ingenieria de sistemas,ingenieria industria y construccion,Universitario,bogota d c,bogota d c,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,8903,ingenieria agroecologica,agropecuario silvicultura pesca y veterinaria,Universitario,bogota d c,bogota d c,107709,ingenieria agronomica,Universitario,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin
1816,1818,universidad cooperativa de colombia,8922,contaduria publica,administracion de empresas y derecho,Universitario,huila,neiva,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1816,1818,universidad cooperativa de colombia,8923,derecho,administracion de empresas y derecho,Universitario,narino,pasto,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1805,1805,universidad santiago de cali,8924,ingenieria mecanica,ingenieria industria y construccion,Universitario,bogota d c,bogota d c,1250,ingenieria mecanica,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1826,1826,universidad antonio narino,8936,derecho,administracion de empresas y derecho,Universitario,cesar,valledupar,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1826,1826,universidad antonio narino,8939,derecho,administracion de empresas y derecho,Universitario,huila,neiva,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1818,1820,universidad cooperativa de colombia,8943,comercio internacional,ciencias sociales periodismo e informacion,Universitario,narino,pasto,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1833,1833,corporacion universidad del sinu elias bechara zainum unisinu,8954,comunicacion social,ciencias sociales periodismo e informacion,Universitario,cordoba,monteria,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
2732,2732,fundacion universitaria catolica del norte,8958,comunicacion social,ciencias sociales periodismo e informacion,Universitario,antioquia,santa rosa de osos,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1818,1818,universidad cooperativa de colombia,8966,contaduria publica,administracion de empresas y derecho,Universitario,choco,quibdo,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1816,1818,universidad cooperativa de colombia,8967,ingenieria civil,ingenieria industria y construccion,Universitario,tolima,ibague,1247,ingenieria civil,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1818,1818,universidad cooperativa de colombia,8970,contaduria publica,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1818,1818,universidad cooperativa de colombia,8971,contaduria publica,administracion de empresas y derecho,Universitario,tolima,ibague,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1816,1818,universidad cooperativa de colombia,8973,ingenieria de sistemas,ingenieria industria y construccion,Universitario,tolima,ibague,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1114,1114,universidad surcolombiana,8975,administracion de empresas,administracion de empresas y derecho,Universitario,huila,la plata,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1734,1734,universidad de boyaca uniboyaca,8981,comunicacion social,ciencias sociales periodismo e informacion,Universitario,boyaca,tunja,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1818,1818,universidad cooperativa de colombia,8999,derecho,administracion de empresas y derecho,Universitario,tolima,ibague,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1816,1818,universidad cooperativa de colombia,9001,derecho,administracion de empresas y derecho,Universitario,huila,neiva,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1707,1708,fundacion universidad de bogota jorge tadeo lozano,9007,administracion de empresas,administracion de empresas y derecho,Universitario,bolivar,cartagena de indias,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1818,1818,universidad cooperativa de colombia,9010,derecho,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1818,1818,universidad cooperativa de colombia,9017,mercadeo,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,90979,mercadeo,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1214,1216,universidad de cundinamarca,902,administracion de empresas,administracion de empresas y derecho,Universitario,cundinamarca,villa de san diego de ubate,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2702,2702,fundacion universitaria de ciencias de la salud,90307,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2850,2850,corporacion universitaria antonio jose de sucre corposucre,90310,contaduria publica,administracion de empresas y derecho,Universitario,sucre,sincelejo,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9127,9127,corporacion universitaria de sabaneta unisabaneta,90318,contaduria publica,administracion de empresas y derecho,Universitario,antioquia,sabaneta,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9127,9127,corporacion universitaria de sabaneta unisabaneta,90319,negocios internacionales,administracion de empresas y derecho,Universitario,antioquia,sabaneta,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1818,1818,universidad cooperativa de colombia,9032,contaduria publica,administracion de empresas y derecho,Universitario,narino,pasto,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1818,1818,universidad cooperativa de colombia,9033,ingenieria de sistemas,ingenieria industria y construccion,Universitario,narino,pasto,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1201,1201,universidad de antioquia,90334,derecho,administracion de empresas y derecho,Universitario,antioquia,santa fe de antioquia,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2832,2832,universidad de santander udes,90362,contaduria publica,administracion de empresas y derecho,Universitario,norte de santander,san jose de cucuta,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2847,2847,universidad de investigacion y desarrollo udi,90364,psicologia,ciencias sociales periodismo e informacion,Universitario,santander,bucaramanga,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1704,1704,universidad santo tomas,90373,mercadeo,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,90979,mercadeo,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1814,1814,universidad autonoma latinoamericana unaula,90383,administracion de empresas,administracion de empresas y derecho,Universitario,antioquia,medellin,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2738,2738,fundacion universitaria empresarial de la camara de comercio de bogota uniempresarial,90394,negocios internacionales,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2738,2738,fundacion universitaria empresarial de la camara de comercio de bogota uniempresarial,90395,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2725,2725,politecnico grancolombiano,90399,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1818,1818,universidad cooperativa de colombia,9041,derecho,administracion de empresas y derecho,Universitario,narino,pasto,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2824,2824,corporacion universitaria de colombia ideas,90427,derecho,administracion de empresas y derecho,Universitario,meta,villavicencio,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1201,1201,universidad de antioquia,90429,psicologia,ciencias sociales periodismo e informacion,Universitario,antioquia,amalfi,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1201,1201,universidad de antioquia,90430,psicologia,ciencias sociales periodismo e informacion,Universitario,antioquia,yarumal,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1201,1201,universidad de antioquia,90431,administracion de empresas,administracion de empresas y derecho,Universitario,antioquia,envigado,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2720,2720,fundacion universitaria juan de castellanos,90453,contaduria publica,administracion de empresas y derecho,Universitario,boyaca,tunja,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1803,1803,universidad de la salle,90462,urbanismo,ingenieria industria y construccion,Universitario,bogota d c,bogota d c,109454,diseno urbano y gestion del habitat,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1806,1807,universidad libre,90495,administracion de empresas,administracion de empresas y derecho,Universitario,risaralda,pereira,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9127,9127,corporacion universitaria de sabaneta unisabaneta,90511,administracion de empresas,administracion de empresas y derecho,Universitario,antioquia,sabaneta,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1207,1207,universidad del tolima,90513,derecho,administracion de empresas y derecho,Universitario,tolima,ibague,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1205,1205,universidad de cartagena,90514,biologia,ciencias naturales matematicas y estadistica,Universitario,bolivar,cartagena de indias,101947,biologia,Universitario,ciencias naturales matematicas y estadistica,1,antioquia,medellin
1114,1114,universidad surcolombiana,90518,comunicacion social y periodismo,ciencias sociales periodismo e informacion,Universitario,huila,pitalito,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,90529,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2114,2114,escuela nacional del deporte,90555,administracion de empresas,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1825,1825,universidad autonoma de manizales,90556,negocios internacionales,administracion de empresas y derecho,Universitario,caldas,manizales,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1709,1709,universidad central,90559,creacion literaria,arte y humanidades,Universitario,bogota d c,bogota d c,106504,literatura,Universitario,arte y humanidades,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,90578,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,90583,profesional en finanzas y negocios internacionales,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,90586,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,90589,profesional en banca y finanzas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,90591,profesional en mercadeo y publicidad,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,90979,mercadeo,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,90598,ingenieria de sistemas,ingenieria industria y construccion,Universitario,bogota d c,bogota d c,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,90626,comunicacion social,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1805,1805,universidad santiago de cali,90653,derecho,administracion de empresas y derecho,Universitario,valle del cauca,palmira,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2847,2847,universidad de investigacion y desarrollo udi,90654,comunicacion social,ciencias sociales periodismo e informacion,Universitario,santander,bucaramanga,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1804,1804,universidad autonoma del caribe uniautonoma,90660,negocios y finanzas internacionales,administracion de empresas y derecho,Universitario,atlantico,barranquilla,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
4813,4813,corporacion unificada nacional de educacion superior cun,90688,ingenieria de sistemas,ingenieria industria y construccion,Universitario,sucre,sincelejo,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,90710,administracion de empresas,administracion de empresas y derecho,Universitario,atlantico,barranquilla,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,90714,ingenieria de sistemas,ingenieria industria y construccion,Universitario,bogota d c,bogota d c,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1106,1106,universidad pedagogica y tecnologica de colombia uptc,90722,derecho,administracion de empresas y derecho,Universitario,boyaca,tunja,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3107,3107,institucion universitaria pascual bravo,90728,ingenieria mecanica,ingenieria industria y construccion,Universitario,antioquia,medellin,1250,ingenieria mecanica,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1831,1831,universidad de ibague,90743,ingenieria de sistemas,ingenieria industria y construccion,Universitario,valle del cauca,santiago de cali,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
2728,2728,fundacion universitaria del area andina,90748,ingenieria geologica,ingenieria industria y construccion,Universitario,cesar,valledupar,1247,ingenieria civil,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1825,1825,universidad autonoma de manizales,90753,economia,ciencias sociales periodismo e informacion,Universitario,caldas,manizales,3182,economia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1813,1813,universidad de los andes,90772,geociencias,ciencias naturales matematicas y estadistica,Universitario,bogota d c,bogota d c,1251,geologia,Universitario,ciencias naturales matematicas y estadistica,1,antioquia,medellin
1728,1728,universidad sergio arboleda,90797,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1803,1803,universidad de la salle,90799,negocios y relaciones internacionales,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1301,1301,universidad distrital francisco jose de caldas,908,artes musicales,arte y humanidades,Universitario,bogota d c,bogota d c,4959,musica,Universitario,arte y humanidades,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,90805,administracion de empresas,administracion de empresas y derecho,Universitario,cundinamarca,soacha,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3301,3301,institucion universitaria antonio jose camacho,90811,contaduria publica,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9121,9121,fundacion universitaria colombo internacional unicolombo,90818,derecho,administracion de empresas y derecho,Universitario,bolivar,cartagena de indias,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1206,1206,universidad de narino,90839,comercio internacional,administracion de empresas y derecho,Universitario,narino,pasto,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1701,1701,pontificia universidad javeriana,90844,relaciones internacionales,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9899,9899,institucion universitaria de colombia universitaria de colombia,90858,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9899,9899,institucion universitaria de colombia universitaria de colombia,90859,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1206,1206,universidad de narino,90860,contaduria publica,administracion de empresas y derecho,Universitario,narino,san andres de tumaco,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1835,1835,universidad de ciencias aplicadas y ambientales udca,90881,derecho,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9131,9131,fundacion universitaria cervantes san agustin unicervantes,90883,ciencia politica,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,19032,ciencias politicas,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
2715,2715,fundacion universitaria de popayan,90886,derecho,administracion de empresas y derecho,Universitario,cauca,popayan,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3201,3201,unidades tecnologicas de santander,90894,contaduria publica,administracion de empresas y derecho,Universitario,santander,bucaramanga,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1209,1210,universidad francisco de paula santander,90901,derecho,administracion de empresas y derecho,Universitario,norte de santander,ocana,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3719,3719,institucion universitaria latina unilatina,90911,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,90921,administracion financiera,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1207,1207,universidad del tolima,90939,ciencia politica,ciencias sociales periodismo e informacion,Universitario,tolima,ibague,19032,ciencias politicas,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1214,1214,universidad de cundinamarca,90941,psicologia,ciencias sociales periodismo e informacion,Universitario,cundinamarca,facatativa,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
2905,2905,centro de educacion militar cemil,90948,comunicacion social periodismo,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1712,1712,universidad eafit,90978,psicologia,ciencias sociales periodismo e informacion,Universitario,antioquia,medellin,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1712,1712,universidad eafit,90979,mercadeo,administracion de empresas y derecho,Universitario,antioquia,medellin,90979,mercadeo,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1114,1114,universidad surcolombiana,90980,fisica,ciencias naturales matematicas y estadistica,Universitario,huila,neiva,17581,ingenieria fisica,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1707,1707,fundacion universidad de bogota jorge tadeo lozano,90981,ciencia politica y gobierno,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,19032,ciencias politicas,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
3204,3204,tecnologico de antioquia,90988,administracion financiera,administracion de empresas y derecho,Universitario,antioquia,medellin,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1122,1122,universidad del pacifico,90996,ingenieria de sistemas,ingenieria industria y construccion,Universitario,valle del cauca,buenaventura,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
3301,3301,institucion universitaria antonio jose camacho,91000,ingenieria de sistemas,tecnologias de la informacion y la comunicacion tic,Universitario,valle del cauca,santiago de cali,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
2728,2728,fundacion universitaria del area andina,91001,derecho,administracion de empresas y derecho,Universitario,cesar,valledupar,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2713,2713,fundacion universitaria los libertadores,9101,publicidad y mercadeo,arte y humanidades,Universitario,antioquia,medellin,90979,mercadeo,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3819,3819,corporacion tecnologica industrial colombiana teinco,91021,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3819,3819,corporacion tecnologica industrial colombiana teinco,91023,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1816,1818,universidad cooperativa de colombia,9105,ingenieria civil,ingenieria industria y construccion,Universitario,meta,villavicencio,1247,ingenieria civil,Universitario,ingenieria industria y construccion,1,antioquia,medellin
4726,4726,fundacion universitaria san mateo san mateo educacion superior,91055,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1117,1117,universidad militar nueva granada,91060,derecho,administracion de empresas y derecho,Universitario,cundinamarca,cajica,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
4813,4813,corporacion unificada nacional de educacion superior cun,91089,comunicacion social,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
2847,2847,universidad de investigacion y desarrollo udi,91102,negocios internacionales,administracion de empresas y derecho,Universitario,santander,bucaramanga,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1735,1735,universidad manuela beltran umb,91126,psicologia,ciencias sociales periodismo e informacion,Universitario,santander,bucaramanga,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1816,1818,universidad cooperativa de colombia,9113,ingenieria de sistemas,ingenieria industria y construccion,Universitario,huila,neiva,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
4813,4813,corporacion unificada nacional de educacion superior cun,91138,comunicacion social,ciencias sociales periodismo e informacion,Universitario,tolima,ibague,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,91141,psicologia,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
2823,2823,corporacion universitaria del caribe cecar,9120,administracion de empresas,administracion de empresas y derecho,Universitario,sucre,sincelejo,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,91237,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1201,1201,universidad de antioquia,91274,derecho,administracion de empresas y derecho,Universitario,antioquia,sonson,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1710,1710,universidad pontificia bolivariana,91297,estudios literarios,arte y humanidades,Universitario,antioquia,medellin,106504,literatura,Universitario,arte y humanidades,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,91305,contaduria publica,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,91308,profesional en banca y finanzas,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,91334,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,91342,administracion de empresas,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1710,1710,universidad pontificia bolivariana,91366,derecho,administracion de empresas y derecho,Universitario,valle del cauca,palmira,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
4726,4726,fundacion universitaria san mateo san mateo educacion superior,91376,ingenieria de sistemas,ingenieria industria y construccion,Universitario,bogota d c,bogota d c,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
4726,4726,fundacion universitaria san mateo san mateo educacion superior,91379,negocios internacionales,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
4726,4726,fundacion universitaria san mateo san mateo educacion superior,91382,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1218,1218,universidad de la guajira,91394,contaduria publica,administracion de empresas y derecho,Universitario,la guajira,villanueva,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9119,9119,corporacion universitaria americana,91423,contaduria publica,administracion de empresas y derecho,Universitario,atlantico,barranquilla,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9119,9119,corporacion universitaria americana,91428,negocios internacionales,administracion de empresas y derecho,Universitario,atlantico,barranquilla,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,91431,comunicacion social,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1709,1709,universidad central,91432,matematicas,ciencias naturales matematicas y estadistica,Universitario,bogota d c,bogota d c,11498,ingenieria matematica,Universitario,ingenieria industria y construccion,1,antioquia,medellin
2725,2725,politecnico grancolombiano,91439,comunicacion social,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1704,1732,universidad santo tomas,9144,derecho,administracion de empresas y derecho,Universitario,boyaca,tunja,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2725,2725,politecnico grancolombiano,91441,ciencia politica,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,19032,ciencias politicas,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,91464,profesional en finanzas y negocios internacionales,administracion de empresas y derecho,Universitario,risaralda,pereira,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,91470,profesional en mercadeo y publicidad,administracion de empresas y derecho,Universitario,risaralda,pereira,90979,mercadeo,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1206,1206,universidad de narino,91489,mercadeo,administracion de empresas y derecho,Universitario,narino,pasto,90979,mercadeo,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2719,2719,universidad catolica luis amigo,91490,psicologia,ciencias sociales periodismo e informacion,Universitario,caldas,manizales,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1729,1729,universidad el bosque,91493,derecho,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2745,2745,fundacion universitaria compensar,91515,administracion de empresas,administracion de empresas y derecho,Universitario,risaralda,pereira,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
