CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,CAMPO_AMPLIO_EAFIT,label,DepartamentoProgramaEAFIT,MunicipioProgramaEAFIT
2805,2805,universidad simon bolivar,106299,especializacion en gestion de tecnologias de la informacion,tecnologias de la informacion y la comunicacion tic,atlantico,barranquilla,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
2805,2805,universidad simon bolivar,108912,especializacion en gestion de tecnologias de la informacion,tecnologias de la informacion y la comunicacion tic,norte de santander,san jose de cucuta,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
2812,2812,universidad ean,1985,especializacion en gerencia de tecnologia,administracion de empresas y derecho,bogota d c,bogota d c,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
2812,2812,universidad ean,54374,especializacion en gestion de sistemas y tecnologias de la informacion en la empresa,tecnologias de la informacion y la comunicacion tic,bogota d c,bogota d c,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
2833,2833,corporacion universitaria remington,106234,especializacion en gobierno de tecnologias de la informacion,tecnologias de la informacion y la comunicacion tic,antioquia,medellin,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
2848,2848,corporacion universitaria unitec,111352,especializacion en gerencia de tecnologias de la informacion,tecnologias de la informacion y la comunicacion tic,bogota d c,bogota d c,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
2849,2849,corporacion universitaria autonoma del cauca,103579,especializacion en gestion de servicios de tecnologias de informacion,tecnologias de la informacion y la comunicacion tic,cauca,popayan,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
4813,4813,corporacion unificada nacional de educacion superior cun,111621,especializacion en gestion de tecnologias de informacion,tecnologias de la informacion y la comunicacion tic,bogota d c,bogota d c,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
4813,4813,corporacion unificada nacional de educacion superior cun,110990,especializacion en transformacion digital,tecnologias de la informacion y la comunicacion tic,bogota d c,bogota d c,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
1202,1202,universidad del atlantico,10570,especializacion en ingenieria de procesos,ingenieria industria y construccion,atlantico,barranquilla,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1203,1203,universidad del valle,4216,especializacion en ingenieria industrial enfasis en procesos de manufactura,ingenieria industria y construccion,valle del cauca,santiago de cali,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1713,1713,universidad del norte,4771,especializacion en ingenieria de procesos industriales,ingenieria industria y construccion,atlantico,barranquilla,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1718,1716,universidad de san buenaventura,109480,especializacion en gestion de procesos productivos y de servicios,ingenieria industria y construccion,valle del cauca,santiago de cali,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1718,1717,universidad de san buenaventura,53812,especializacion en procesos creativos,ingenieria industria y construccion,antioquia,medellin,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1801,1801,universidad la gran colombia,7244,especializacion en procesos de construccion industrializada,ingenieria industria y construccion,bogota d c,bogota d c,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1801,1801,universidad la gran colombia,10998,especializacion en procesos de construccion industrializada,ingenieria industria y construccion,quindio,armenia,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1801,1801,universidad la gran colombia,12597,especializacion en procesos de construccion industrializada,ingenieria industria y construccion,bogota d c,bogota d c,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1825,1825,universidad autonoma de manizales,1921,especializacion control electronico de procesos industriales,ingenieria industria y construccion,caldas,manizales,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1825,1825,universidad autonoma de manizales,53602,especializacion en control de procesos,ingenieria industria y construccion,caldas,manizales,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1830,1830,universidad autonoma de occidente,4732,especializacion en automatizacion de equipos y procesos industriales,ingenieria industria y construccion,valle del cauca,santiago de cali,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1830,1830,universidad autonoma de occidente,20134,especializacion en automatizacion de equipos y procesos industriales,ingenieria industria y construccion,valle del cauca,santiago de cali,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1830,1830,universidad autonoma de occidente,20103,especializacion en automatizacion de equipos y procesos industriales,ingenieria industria y construccion,valle del cauca,santiago de cali,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1830,1830,universidad autonoma de occidente,15253,especializacion en automatizacion de equipos y procesos industriales,ingenieria industria y construccion,valle del cauca,santiago de cali,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
2813,2813,universidad eia,20975,especializacion en gestion de procesos urbanos,ingenieria industria y construccion,quindio,armenia,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
2823,2823,corporacion universitaria del caribe cecar,101294,especializacion en gestion de procesos urbanos sustentables,ingenieria industria y construccion,sucre,sincelejo,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1101,1102,universidad nacional de colombia,16934,especializacion en ingenieria de materiales y procesos,ingenieria industria y construccion,antioquia,medellin,1263,especializacion en los procesos de transformacion del plastico y del caucho,"Ingeniería, Industria y Construcción",1,,
1713,1713,universidad del norte,2896,especializacion en analisis y diseno de estructuras,ingenieria industria y construccion,atlantico,barranquilla,1264,especializacion en ingenieria sismoresistente,"Ingeniería, Industria y Construcción",1,,
1101,1101,universidad nacional de colombia,80,especializacion en estructuras,ingenieria industria y construccion,bogota d c,bogota d c,1264,especializacion en ingenieria sismoresistente,"Ingeniería, Industria y Construcción",1,,
1101,1102,universidad nacional de colombia,3194,especializacion en estructuras,ingenieria industria y construccion,antioquia,medellin,1264,especializacion en ingenieria sismoresistente,"Ingeniería, Industria y Construcción",1,,
1101,1103,universidad nacional de colombia,55190,especializacion en estructuras,ingenieria industria y construccion,caldas,manizales,1264,especializacion en ingenieria sismoresistente,"Ingeniería, Industria y Construcción",1,,
1106,1106,universidad pedagogica y tecnologica de colombia uptc,53712,especializacion en estructuras,ingenieria industria y construccion,boyaca,tunja,1264,especializacion en ingenieria sismoresistente,"Ingeniería, Industria y Construcción",1,,
1203,1203,universidad del valle,642,especializacion en estructuras,ingenieria industria y construccion,valle del cauca,santiago de cali,1264,especializacion en ingenieria sismoresistente,"Ingeniería, Industria y Construcción",1,,
1204,1204,universidad industrial de santander,15889,especializacion en estructuras,ingenieria industria y construccion,santander,bucaramanga,1264,especializacion en ingenieria sismoresistente,"Ingeniería, Industria y Construcción",1,,
1714,1714,colegio mayor de nuestra senora del rosario,17810,especializacion en gerencia de proyectos de construccion e infraestructura,administracion de empresas y derecho,huila,neiva,1264,especializacion en ingenieria sismoresistente,"Ingeniería, Industria y Construcción",1,,
1812,1812,universidad de medellin,54205,especializacion en ingenieria de la construccion,ingenieria industria y construccion,antioquia,medellin,1264,especializacion en ingenieria sismoresistente,"Ingeniería, Industria y Construcción",1,,
