CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,CAMPO_AMPLIO_EAFIT,label,DepartamentoProgramaEAFIT,MunicipioProgramaEAFIT
1812,1812,universidad de medellin,8066,especializacion en gobierno publico,administracion de empresas y derecho,cordoba,monteria,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1813,1813,universidad de los andes,4932,especializacion en gobierno y politicas publicas,administracion de empresas y derecho,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2805,2805,universidad simon bolivar,3093,especializacion en gobierno y asuntos publicos,administracion de empresas y derecho,atlantico,barranquilla,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2805,2805,universidad simon bolivar,107545,especializacion en gobierno y asuntos publicos,administracion de empresas y derecho,norte de santander,san jose de cucuta,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2812,2812,universidad ean,52891,especializacion en gobierno y gerencia publica,administracion de empresas y derecho,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1101,1101,universidad nacional de colombia,54233,especializacion en economia publica y gestion publica,ciencias sociales periodismo e informacion,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1101,1101,universidad nacional de colombia,51682,especializacion en iluminacion publica y privada,ingenieria industria y construccion,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1101,1101,universidad nacional de colombia,54850,especializacion en instituciones juridico politicas y derecho publico,administracion de empresas y derecho,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1101,1101,universidad nacional de colombia,54851,especializacion en instituciones juridico politicas y derecho publico mencion en derecho administrativo,administracion de empresas y derecho,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1204,1204,universidad industrial de santander,15536,especializacion en gerencia publica,administracion de empresas y derecho,norte de santander,san jose de cucuta,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1204,1204,universidad industrial de santander,15755,especializacion en gerencia publica,administracion de empresas y derecho,santander,bucaramanga,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1204,1204,universidad industrial de santander,53157,especializacion en gestion publica,administracion de empresas y derecho,santander,barrancabermeja,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1204,1204,universidad industrial de santander,10526,especializacion en gestion publica,administracion de empresas y derecho,santander,socorro,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1204,1204,universidad industrial de santander,5278,especializacion en gestion publica,administracion de empresas y derecho,santander,bucaramanga,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1703,1703,universidad incca de colombia,17862,especializacion en gerencia publica,administracion de empresas y derecho,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1709,1709,universidad central,3623,especializacion en gerencia publica,administracion de empresas y derecho,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1710,1710,universidad pontificia bolivariana,10959,especializacion en gerencia publica,administracion de empresas y derecho,cordoba,monteria,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1713,1713,universidad del norte,8176,especializacion en gerencia publica,administracion de empresas y derecho,bolivar,cartagena de indias,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1713,1713,universidad del norte,4342,especializacion en gerencia publica,administracion de empresas y derecho,atlantico,barranquilla,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1714,1714,colegio mayor de nuestra senora del rosario,8123,especializacion en gerencia publica y control fiscal,administracion de empresas y derecho,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1710,1723,universidad pontificia bolivariana,110886,especializacion en responsabilidad y contratacion publica y privada,administracion de empresas y derecho,santander,bucaramanga,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1818,1817,universidad cooperativa de colombia,4485,especializacion en gestion publica,administracion de empresas y derecho,santander,bucaramanga,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1818,1817,universidad cooperativa de colombia,15044,especializacion en gestion publica,administracion de empresas y derecho,santander,bucaramanga,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1818,1819,universidad cooperativa de colombia,5085,especializacion en gestion publica,administracion de empresas y derecho,santander,barrancabermeja,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1818,1819,universidad cooperativa de colombia,15025,especializacion en gestion publica,administracion de empresas y derecho,santander,barrancabermeja,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1826,1826,universidad antonio narino,9874,especializacion en administracion publica,administracion de empresas y derecho,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,1701,especializacion en administracion publica,administracion de empresas y derecho,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,51924,especializacion en gestion publica,administracion de empresas y derecho,cordoba,monteria,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,51929,especializacion en gestion publica,administracion de empresas y derecho,norte de santander,ocana,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,9091,especializacion en gestion publica,administracion de empresas y derecho,atlantico,barranquilla,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,51922,especializacion en gestion publica,administracion de empresas y derecho,magdalena,santa marta,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,51931,especializacion en gestion publica,administracion de empresas y derecho,santander,barrancabermeja,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,3262,especializacion en gestion publica,administracion de empresas y derecho,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,9094,especializacion en gestion publica,administracion de empresas y derecho,tolima,ibague,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,53034,especializacion en gestion publica,administracion de empresas y derecho,huila,neiva,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,9098,especializacion en gestion publica,administracion de empresas y derecho,norte de santander,san jose de cucuta,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,52815,especializacion en gestion publica,administracion de empresas y derecho,norte de santander,pamplona,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,9096,especializacion en gestion publica,administracion de empresas y derecho,narino,pasto,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,9093,especializacion en gestion publica,administracion de empresas y derecho,bolivar,cartagena de indias,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,51925,especializacion en gestion publica,administracion de empresas y derecho,boyaca,sogamoso,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,9095,especializacion en gestion publica,administracion de empresas y derecho,boyaca,tunja,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,19808,especializacion en gestion publica,administracion de empresas y derecho,santander,bucaramanga,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2104,2104,escuela superior de administracion publica esap,19771,especializacion en gestion publica,administracion de empresas y derecho,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2724,2724,fundacion universitaria de san gil unisangil,5737,especializacion en educacion para la gestion publica democratica,educacion,santander,velez,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2724,2724,fundacion universitaria de san gil unisangil,3629,especializacion en educacion para la gestion publica democratica,educacion,santander,san gil,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2823,2823,corporacion universitaria del caribe cecar,11560,especializacion en gerencia publica,administracion de empresas y derecho,atlantico,barranquilla,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2832,2832,universidad de santander udes,8258,especializacion en gerencia publica,administracion de empresas y derecho,santander,bucaramanga,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2832,2832,universidad de santander udes,6708,especializacion en gerencia publica,administracion de empresas y derecho,santander,bucaramanga,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
2832,2832,universidad de santander udes,7410,especializacion en gerencia publica,administracion de empresas y derecho,norte de santander,san jose de cucuta,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1101,1101,universidad nacional de colombia,21563,especializacion en analisis de politicas publicas,ciencias sociales periodismo e informacion,bogota d c,bogota d c,117825,especializacion en gobierno y gestion publica territorial,"Ciencias Sociales, Periodismo e Información",1,,
1207,1207,universidad del tolima,111112,maestria en gestion agroindustrial de cafe y cacao,ingenieria industria y construccion,tolima,ibague,118131,maestria en cafe y negocios,Administración de Empresas y Derecho,1,,
1208,1208,universidad del quindio,110339,maestria en agronegocios del cafe,administracion de empresas y derecho,quindio,armenia,118131,maestria en cafe y negocios,Administración de Empresas y Derecho,1,,
1106,1107,universidad pedagogica y tecnologica de colombia uptc,111242,maestria en agroindustria alimentaria e innovacion,ingenieria industria y construccion,boyaca,duitama,118131,maestria en cafe y negocios,Administración de Empresas y Derecho,1,,
1111,1111,universidad tecnologica de pereira utp,104295,maestria en desarrollo agroindustrial,ingenieria industria y construccion,risaralda,pereira,118131,maestria en cafe y negocios,Administración de Empresas y Derecho,1,,
1111,1111,universidad tecnologica de pereira utp,115852,maestria en desarrollo agroindustrial,ingenieria industria y construccion,risaralda,pereira,118131,maestria en cafe y negocios,Administración de Empresas y Derecho,1,,
1111,1111,universidad tecnologica de pereira utp,115861,maestria en desarrollo agroindustrial,ingenieria industria y construccion,risaralda,pereira,118131,maestria en cafe y negocios,Administración de Empresas y Derecho,1,,
1707,1707,fundacion universidad de bogota jorge tadeo lozano,4903,maestria en mercadeo agroindustrial,administracion de empresas y derecho,bogota d c,bogota d c,118131,maestria en cafe y negocios,Administración de Empresas y Derecho,1,,
1707,1707,fundacion universidad de bogota jorge tadeo lozano,51566,maestria en mercadeo agroindustrial,administracion de empresas y derecho,narino,pasto,118131,maestria en cafe y negocios,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,55164,especializacion en gerencia ambiental en entornos globales,administracion de empresas y derecho,bogota d c,bogota d c,118132,especializacion en finanzas sostenibles,Administración de Empresas y Derecho,1,,
1709,1709,universidad central,8195,especializacion en gerencia ambiental,ingenieria industria y construccion,bogota d c,bogota d c,118132,especializacion en finanzas sostenibles,Administración de Empresas y Derecho,1,,
1713,1713,universidad del norte,106928,especializacion en gerencia ambiental,ingenieria industria y construccion,atlantico,barranquilla,118132,especializacion en finanzas sostenibles,Administración de Empresas y Derecho,1,,
1728,1728,universidad sergio arboleda,108533,especializacion en gerencia ambiental y gestion del riesgo de desastres,administracion de empresas y derecho,bogota d c,bogota d c,118132,especializacion en finanzas sostenibles,Administración de Empresas y Derecho,1,,
1806,1806,universidad libre,5067,especializacion en gerencia ambiental,ingenieria industria y construccion,bogota d c,bogota d c,118132,especializacion en finanzas sostenibles,Administración de Empresas y Derecho,1,,
1806,1806,universidad libre,14696,especializacion en gerencia ambiental,ingenieria industria y construccion,bogota d c,bogota d c,118132,especializacion en finanzas sostenibles,Administración de Empresas y Derecho,1,,
1815,1815,corporacion universidad piloto de colombia,116946,especializacion en gerencia ambiental y desarrollo sostenible,ciencias naturales matematicas y estadistica,bogota d c,bogota d c,118132,especializacion en finanzas sostenibles,Administración de Empresas y Derecho,1,,
2104,2104,escuela superior de administracion publica esap,9511,especializacion en gerencia ambiental,ingenieria industria y construccion,bogota d c,bogota d c,118132,especializacion en finanzas sostenibles,Administración de Empresas y Derecho,1,,
2710,2710,fundacion universitaria monserrate unimonserrate,105304,especializacion en gerencia ambiental empresarial,administracion de empresas y derecho,bogota d c,bogota d c,118132,especializacion en finanzas sostenibles,Administración de Empresas y Derecho,1,,
2719,2719,universidad catolica luis amigo,104766,especializacion en gerencia ambiental,ingenieria industria y construccion,cordoba,monteria,118132,especializacion en finanzas sostenibles,Administración de Empresas y Derecho,1,,
3705,3705,fundacion universitaria tecnologico comfenalco cartagena,103238,especializacion en gerencia ambiental,ingenieria industria y construccion,bolivar,cartagena de indias,118132,especializacion en finanzas sostenibles,Administración de Empresas y Derecho,1,,
1701,1701,pontificia universidad javeriana,1011,maestria en desarrollo sostenible de sistemas agrarios,agropecuario silvicultura pesca y veterinaria,bogota d c,bogota d c,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
1805,1805,universidad santiago de cali,115954,maestria en educacion ambiental y desarrollo sostenible,educacion,valle del cauca,santiago de cali,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
1805,1805,universidad santiago de cali,53016,maestria en educacion ambiental y desarrollo sostenible,educacion,valle del cauca,santiago de cali,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
1813,1813,universidad de los andes,109974,maestria en regeneracion y desarrollo sostenible,administracion de empresas y derecho,bogota d c,bogota d c,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
2812,2812,universidad ean,104349,maestria en proyectos de desarrollo sostenible,administracion de empresas y derecho,bogota d c,bogota d c,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,110699,maestria en cambio climatico y desarrollo sostenible,ingenieria industria y construccion,boyaca,duitama,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
5802,5802,universidad ecci,117262,maestria en ambiente y desarrollo sostenible,administracion de empresas y derecho,bogota d c,bogota d c,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
1218,1218,universidad de la guajira,107328,maestria en gestion integral frente al cambio climatico,ciencias naturales matematicas y estadistica,la guajira,riohacha,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
1712,1712,universidad eafit,118133,maestria en finanzas sostenibles y cambio climatico,administracion de empresas y derecho,antioquia,medellin,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
1728,1728,universidad sergio arboleda,108521,maestria en mitigacion y adaptacion al cambio climatico,ciencias naturales matematicas y estadistica,bogota d c,bogota d c,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
1207,1207,universidad del tolima,103839,maestria en gestion ambiental y evaluacion del impacto ambiental,ingenieria industria y construccion,tolima,ibague,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
1214,1214,universidad de cundinamarca,117716,maestria en gestion ambiental para el desarrollo sostenible,ciencias naturales matematicas y estadistica,cundinamarca,fusagasuga,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,108872,maestria en gerencia ambiental y eco innovacion,administracion de empresas y derecho,bogota d c,bogota d c,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
1715,1715,fundacion universidad de america,115962,maestria en gestion ambiental para la competitividad,administracion de empresas y derecho,bogota d c,bogota d c,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
1715,1715,fundacion universidad de america,105744,maestria en gestion ambiental para la competitividad,administracion de empresas y derecho,bogota d c,bogota d c,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
1815,1815,corporacion universidad piloto de colombia,116733,maestria en gerencia ambiental y sostenibilidad,ciencias naturales matematicas y estadistica,bogota d c,bogota d c,118133,maestria en finanzas sostenibles y cambio climatico,Administración de Empresas y Derecho,1,,
1101,1101,universidad nacional de colombia,2605,especializacion en derecho de familia,administracion de empresas y derecho,bogota d c,bogota d c,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1110,1110,universidad del cauca,103788,especializacion en derecho de familia,administracion de empresas y derecho,cauca,popayan,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1201,1201,universidad de antioquia,489,especializacion en derecho de familia,administracion de empresas y derecho,antioquia,medellin,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1201,1201,universidad de antioquia,101423,especializacion en derecho de familia,administracion de empresas y derecho,antioquia,el carmen de viboral,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1205,1205,universidad de cartagena,7798,especializacion en derecho de familia,administracion de empresas y derecho,bolivar,cartagena de indias,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1206,1206,universidad de narino,109569,especializacion en derecho de familia,administracion de empresas y derecho,narino,pasto,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1701,1701,pontificia universidad javeriana,1002,especializacion en derecho de familia,administracion de empresas y derecho,bogota d c,bogota d c,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1704,1704,universidad santo tomas,10421,especializacion en derecho en familia,administracion de empresas y derecho,bogota d c,bogota d c,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,14966,especializacion en derecho de familia,administracion de empresas y derecho,bogota d c,bogota d c,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1706,1706,universidad externado de colombia,1121,especializacion en derecho de familia,administracion de empresas y derecho,bogota d c,bogota d c,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,8793,especializacion en derecho de familia,administracion de empresas y derecho,valle del cauca,santiago de cali,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,3085,especializacion en derecho de familia,administracion de empresas y derecho,antioquia,medellin,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,117083,especializacion en derecho de familia infancia y adolescencia,administracion de empresas y derecho,antioquia,medellin,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,103136,especializacion en derecho de familia infancia y adolescencia,administracion de empresas y derecho,antioquia,medellin,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1712,1712,universidad eafit,118146,especializacion en derecho de las familias,administracion de empresas y derecho,antioquia,medellin,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1714,1714,colegio mayor de nuestra senora del rosario,103702,especializacion en derecho de familia,administracion de empresas y derecho,bogota d c,bogota d c,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1719,1719,universidad catolica de colombia,8463,especializacion en derecho de familia,administracion de empresas y derecho,bogota d c,bogota d c,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1725,1725,fundacion universidad autonoma de colombia fuac,7129,especializacion en derecho de familia,administracion de empresas y derecho,bogota d c,bogota d c,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1710,1727,universidad pontificia bolivariana,15178,especializacion en derecho de familia,administracion de empresas y derecho,cordoba,monteria,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1710,1727,universidad pontificia bolivariana,3681,especializacion en derecho de familia,administracion de empresas y derecho,cordoba,monteria,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1801,1801,universidad la gran colombia,3991,especializacion en derecho de familia,administracion de empresas y derecho,bogota d c,bogota d c,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1801,1801,universidad la gran colombia,111070,especializacion en derecho de familia,administracion de empresas y derecho,bogota d c,bogota d c,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1801,1801,universidad la gran colombia,54811,especializacion en derecho de familia,administracion de empresas y derecho,bogota d c,bogota d c,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1801,1802,universidad la gran colombia,3677,especializacion en derecho de familia,administracion de empresas y derecho,quindio,armenia,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1805,1805,universidad santiago de cali,4039,especializacion en derecho de familia,administracion de empresas y derecho,valle del cauca,santiago de cali,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1805,1805,universidad santiago de cali,13620,especializacion en derecho de familia,administracion de empresas y derecho,valle del cauca,santiago de cali,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1805,1805,universidad santiago de cali,110410,especializacion en derecho de familia,administracion de empresas y derecho,valle del cauca,santiago de cali,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1806,1806,universidad libre,10140,especializacion en derecho de familia,administracion de empresas y derecho,valle del cauca,santiago de cali,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1806,1806,universidad libre,3440,especializacion en derecho de familia,administracion de empresas y derecho,bogota d c,bogota d c,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1806,1806,universidad libre,6212,especializacion en derecho de familia,administracion de empresas y derecho,sucre,sincelejo,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1806,1808,universidad libre,9455,especializacion en derecho de familia,administracion de empresas y derecho,atlantico,barranquilla,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1806,1809,universidad libre,9391,especializacion en derecho de familia,administracion de empresas y derecho,risaralda,pereira,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1806,1810,universidad libre,4924,especializacion en derecho de familia,administracion de empresas y derecho,norte de santander,san jose de cucuta,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1806,1811,universidad libre,103755,especializacion en derecho de familia,administracion de empresas y derecho,santander,socorro,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1812,1812,universidad de medellin,11121,especializacion en derecho de familia,administracion de empresas y derecho,antioquia,medellin,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1814,1814,universidad autonoma latinoamericana unaula,91279,especializacion en derecho de familia,administracion de empresas y derecho,antioquia,medellin,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1823,1823,universidad autonoma de bucaramanga unab,9318,especializacion en derecho de familia,administracion de empresas y derecho,santander,bucaramanga,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
2719,2719,universidad catolica luis amigo,102702,especializacion en derecho de familia infancia y adolescencia,administracion de empresas y derecho,antioquia,medellin,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
2837,2837,corporacion universitaria republicana,14751,especializacion en derecho de familia,administracion de empresas y derecho,bogota d c,bogota d c,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
2849,2849,corporacion universitaria autonoma del cauca,117987,especializacion en derecho de familia,administracion de empresas y derecho,cauca,popayan,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1713,1713,universidad del norte,53007,especializacion en derecho civil y de familia,administracion de empresas y derecho,atlantico,barranquilla,118146,especializacion en derecho de las familias,Administración de Empresas y Derecho,1,,
1214,1214,universidad de cundinamarca,105401,especializacion en gestion de sistemas de informacion gerencial,administracion de empresas y derecho,cundinamarca,fusagasuga,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
1701,1701,pontificia universidad javeriana,52988,especializacion en arquitectura empresarial de software,tecnologias de la informacion y la comunicacion tic,bogota d c,bogota d c,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
1701,1701,pontificia universidad javeriana,106972,especializacion en gerencia de proyectos de tecnologias de la informacion,tecnologias de la informacion y la comunicacion tic,bogota d c,bogota d c,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
1704,1704,universidad santo tomas,110271,especializacion en gestion de servicios de tecnologias de la informacion,tecnologias de la informacion y la comunicacion tic,bogota d c,bogota d c,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
1706,1706,universidad externado de colombia,108901,especializacion en gerencia y negocios digitales,administracion de empresas y derecho,bogota d c,bogota d c,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
1710,1710,universidad pontificia bolivariana,8720,especializacion en gerencia de sistemas y tecnologia,administracion de empresas y derecho,antioquia,medellin,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
1710,1710,universidad pontificia bolivariana,9360,especializacion en gestion de la innovacion tecnologica,administracion de empresas y derecho,antioquia,medellin,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
1712,1712,universidad eafit,1261,especializacion en sistemas de informacion,tecnologias de la informacion y la comunicacion tic,antioquia,medellin,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
1713,1713,universidad del norte,105736,especializacion en gerencia de tecnologias de la informacion,tecnologias de la informacion y la comunicacion tic,atlantico,barranquilla,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
1713,1713,universidad del norte,106461,especializacion en transformacion digital,tecnologias de la informacion y la comunicacion tic,atlantico,barranquilla,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
1722,1722,universidad de manizales,107048,especializacion en gerencia de la comunicacion digital,ciencias sociales periodismo e informacion,caldas,manizales,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
1710,1723,universidad pontificia bolivariana,102605,especializacion en gerencia de tecnologias de informacion,tecnologias de la informacion y la comunicacion tic,santander,bucaramanga,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
1805,1805,universidad santiago de cali,102600,especializacion en gerencia estrategica de tecnologia informatica,tecnologias de la informacion y la comunicacion tic,valle del cauca,santiago de cali,1261,especializacion en sistemas de informacion,Tecnologías de la Información y la Comunicación (TIC),1,,
