CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,CAMPO_AMPLIO_EAFIT,label,departamentoEAFIT,MunicipioEAFIT,Unnamed: 14,Puntuación total calulada,Nivel de afinidad calculada,SIMILITUD_COSENO,NIVEL_AFINIDAD_CALIBRADO
1201.0,1201.0,universidad de antioquia,52546,maestria en ingenieria,ingenieria industria y construccion,antioquia,medellin,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1203.0,1203.0,universidad del valle,19099,maestria en ingenieria,ingenieria industria y construccion,valle del cauca,santiago de cali,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1204.0,1204.0,universidad industrial de santander,16865,maestria en ingenieria,ingenieria industria y construccion,santander,bucaramanga,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1208.0,1208.0,universidad del quindio,103589,maestria en ingenieria,ingenieria industria y construccion,quindio,armenia,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1213.0,1213.0,universidad del magdalena unimagdalena,106819,maestria en ingenieria,ingenieria industria y construccion,magdalena,santa marta,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1217.0,1217.0,universidad de sucre,109491,maestria en ingenieria,ingenieria industria y construccion,sucre,sincelejo,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1701.0,1702.0,pontificia universidad javeriana,52282,maestria en ingenieria,ingenieria industria y construccion,valle del cauca,santiago de cali,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1710.0,1710.0,universidad pontificia bolivariana,111404,maestria en ingenieria,ingenieria industria y construccion,antioquia,medellin,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1710.0,1710.0,universidad pontificia bolivariana,9297,maestria en ingenieria,ingenieria industria y construccion,antioquia,medellin,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1712.0,1712.0,universidad eafit,19886,maestria en ingenieria,ingenieria industria y construccion,antioquia,medellin,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1712.0,1712.0,universidad eafit,54392,maestria en ingenieria,ingenieria industria y construccion,quindio,armenia,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1704.0,1732.0,universidad santo tomas,106216,maestria en ingenieria,ingenieria industria y construccion,boyaca,tunja,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1803.0,1803.0,universidad de la salle,91435,maestria en ingenieria,ingenieria industria y construccion,bogota d c,bogota d c,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1803.0,1803.0,universidad de la salle,116005,maestria en ingenieria investigacion,ingenieria industria y construccion,bogota d c,bogota d c,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.86546725,ALTO
1803.0,1803.0,universidad de la salle,116043,maestria en ingenieria profundizacion,ingenieria industria y construccion,bogota d c,bogota d c,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.84111094,ALTO
1806.0,1806.0,universidad libre,53055,maestria en ingenieria,ingenieria industria y construccion,bogota d c,bogota d c,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1813.0,1813.0,universidad de los andes,54555,maestria en ingenieria,ingenieria industria y construccion,bogota d c,bogota d c,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1825.0,1825.0,universidad autonoma de manizales,104770,maestria en ingenieria,ingenieria industria y construccion,caldas,manizales,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1828.0,1828.0,universidad icesi,109356,maestria en ingenieria,ingenieria industria y construccion,valle del cauca,santiago de cali,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1830.0,1830.0,universidad autonoma de occidente,54886,maestria en ingenieria,ingenieria industria y construccion,valle del cauca,santiago de cali,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1832.0,1832.0,universidad tecnologica de bolivar,53005,maestria en ingenieria,ingenieria industria y construccion,bolivar,cartagena de indias,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
2209.0,2209.0,politecnico colombiano jaime isaza cadavid,105892,maestria en ingenieria,ingenieria industria y construccion,antioquia,medellin,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
2302.0,2302.0,institucion universitaria de envigado,117236,maestria en ingenieria,ingenieria industria y construccion,antioquia,envigado,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
2713.0,2713.0,fundacion universitaria los libertadores,110754,maestria en ingenieria,ingenieria industria y construccion,bogota d c,bogota d c,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
2723.0,2723.0,fundacion universitaria agraria de colombia uniagraria,107177,maestria en ingenieria,ingenieria industria y construccion,bogota d c,bogota d c,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
2810.0,2810.0,corporacion universidad de la costa cuc,103251,maestria en ingenieria,ingenieria industria y construccion,atlantico,barranquilla,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
2810.0,2810.0,corporacion universidad de la costa cuc,108039,maestria en ingenieria,ingenieria industria y construccion,sucre,sincelejo,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
2813.0,2813.0,universidad eia,108679,maestria en ingenieria,ingenieria industria y construccion,antioquia,envigado,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
3117.0,3117.0,institucion universitaria de barranquilla iub,117456,maestria en ingenieria y estrategia,ingenieria industria y construccion,atlantico,barranquilla,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.8965682,ALTO
5802.0,5802.0,universidad ecci,105843,maestria en ingenieria,ingenieria industria y construccion,bogota d c,bogota d c,19886,maestria en ingenieria,"Ingeniería, Industria y Construcción",1,,,,,,0.99999994,ALTO
1201.0,1201.0,universidad de antioquia,53125,especializacion en finanzas,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1704.0,1704.0,universidad santo tomas,103011,especializacion en finanzas,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1710.0,1710.0,universidad pontificia bolivariana,5027,especializacion en gerencia en economia y finanzas de la salud,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.63234013,BAJO
1812.0,1812.0,universidad de medellin,16063,especializacion en finanzas y mercado de capitales,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.8698759,ALTO
1816.0,1816.0,universidad cooperativa de colombia,110561,especializacion en finanzas corporativas y riesgo financiero,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.83742964,ALTO
2209.0,2209.0,politecnico colombiano jaime isaza cadavid,54963,especializacion en finanzas publicas,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.88572526,ALTO
2302.0,2302.0,institucion universitaria de envigado,102500,especializacion en finanzas y proyectos,administracion de empresas y derecho,antioquia,envigado,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.86580575,ALTO
2719.0,2719.0,universidad catolica luis amigo,19255,especializacion en finanzas,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
2719.0,2719.0,universidad catolica luis amigo,20961,especializacion en finanzas,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
2813.0,2813.0,universidad eia,10544,especializacion en finanzas corporativas,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.8860949,ALTO
3302.0,3302.0,instituto tecnologico metropolitano itm,55018,especializacion en finanzas,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1710.0,1710.0,universidad pontificia bolivariana,102506,especializacion en finanzas,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1818.0,1816.0,universidad cooperativa de colombia,15093,especializacion en finanzas,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1818.0,1816.0,universidad cooperativa de colombia,4111,especializacion en finanzas,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
2833.0,2833.0,corporacion universitaria remington,7415,especializacion en finanzas,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
2833.0,2833.0,corporacion universitaria remington,13330,especializacion en finanzas,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
9900.0,9900.0,corporacion universitaria u de colombia,108134,especializacion en finanzas y banca,administracion de empresas y derecho,antioquia,medellin,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9387845,ALTO
1117.0,1117.0,universidad militar nueva granada,8431,especializacion en finanzas y administracion publica,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.8086563,ALTO
1704.0,1704.0,universidad santo tomas,5276,especializacion en finanzas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1706.0,1706.0,universidad externado de colombia,2919,especializacion en finanzas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1707.0,1707.0,fundacion universidad de bogota jorge tadeo lozano,116332,especializacion en finanzas computacionales,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.7931238,ALTO
1707.0,1707.0,fundacion universidad de bogota jorge tadeo lozano,106885,especializacion en finanzas corporativas y banca de inversion,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.8544123,ALTO
1711.0,1711.0,universidad de la sabana,105885,especializacion en finanzas corporativas,administracion de empresas y derecho,cundinamarca,chia,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.8860949,ALTO
1714.0,1714.0,colegio mayor de nuestra senora del rosario,1328,especializacion en finanzas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1816.0,1818.0,universidad cooperativa de colombia,109618,especializacion en finanzas corporativas y riesgos financieros,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.8139683,ALTO
2102.0,2102.0,universidad nacional abierta y a distancia unad,110804,especializacion en finanzas corporativas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.8860949,ALTO
2104.0,2104.0,escuela superior de administracion publica esap,17598,especializacion en finanzas publicas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.88572526,ALTO
2104.0,2104.0,escuela superior de administracion publica esap,102617,especializacion en finanzas publicas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.88572526,ALTO
2704.0,2704.0,colegio de estudios superiores de administracion cesa,3840,especializacion en finanzas corporativas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.8860949,ALTO
2725.0,2725.0,politecnico grancolombiano,3208,especializacion en gerencia de finanzas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9174254,ALTO
2725.0,2725.0,politecnico grancolombiano,105830,especializacion en gerencia de finanzas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9174254,ALTO
2745.0,2745.0,fundacion universitaria compensar,111667,especializacion en finanzas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
2812.0,2812.0,universidad ean,3308,especializacion en negocios y finanzas internacionales,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.7557368,MEDIO
1714.0,1714.0,colegio mayor de nuestra senora del rosario,51842,especializacion en finanzas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1813.0,1813.0,universidad de los andes,1553,especializacion en finanzas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1825.0,1825.0,universidad autonoma de manizales,7299,especializacion en finanzas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1826.0,1826.0,universidad antonio narino,9716,especializacion en finanzas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
2829.0,2829.0,corporacion universitaria minuto de dios uniminuto,91451,especializacion en finanzas,administracion de empresas y derecho,bogota d c,bogota d c,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1106.0,1106.0,universidad pedagogica y tecnologica de colombia uptc,195,especializacion en finanzas,administracion de empresas y derecho,boyaca,tunja,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1119.0,1119.0,universidad de los llanos,54809,especializacion en finanzas,administracion de empresas y derecho,meta,villavicencio,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1120.0,1120.0,universidad popular del cesar,7181,especializacion en finanzas,administracion de empresas y derecho,cesar,aguachica,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1202.0,1202.0,universidad del atlantico,9313,especializacion en finanzas territoriales,administracion de empresas y derecho,atlantico,puerto colombia,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.7837094,MEDIO
1205.0,1205.0,universidad de cartagena,766,especializacion en finanzas,administracion de empresas y derecho,bolivar,cartagena de indias,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1206.0,1206.0,universidad de narino,11011,especializacion en finanzas,administracion de empresas y derecho,narino,pasto,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1207.0,1207.0,universidad del tolima,101851,especializacion en finanzas,administracion de empresas y derecho,tolima,ibague,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1213.0,1213.0,universidad del magdalena unimagdalena,106686,especializacion en finanzas,administracion de empresas y derecho,magdalena,santa marta,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1704.0,1704.0,universidad santo tomas,108903,especializacion en finanzas,administracion de empresas y derecho,meta,villavicencio,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1704.0,1705.0,universidad santo tomas,4243,especializacion en finanzas publicas,administracion de empresas y derecho,santander,bucaramanga,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.88572526,ALTO
1713.0,1713.0,universidad del norte,8178,especializacion en finanzas,administracion de empresas y derecho,magdalena,santa marta,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1713.0,1713.0,universidad del norte,1283,especializacion en finanzas,administracion de empresas y derecho,atlantico,barranquilla,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1714.0,1714.0,colegio mayor de nuestra senora del rosario,4744,especializacion en finanzas,administracion de empresas y derecho,tolima,ibague,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1710.0,1723.0,universidad pontificia bolivariana,102768,especializacion en finanzas,administracion de empresas y derecho,santander,bucaramanga,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1804.0,1804.0,universidad autonoma del caribe uniautonoma,104287,especializacion en finanzas,administracion de empresas y derecho,atlantico,barranquilla,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1804.0,1804.0,universidad autonoma del caribe uniautonoma,111532,especializacion en finanzas,administracion de empresas y derecho,atlantico,barranquilla,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1816.0,1816.0,universidad cooperativa de colombia,117032,especializacion en finanzas corporativas y riesgo financiero,administracion de empresas y derecho,cordoba,monteria,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.83742964,ALTO
1816.0,1818.0,universidad cooperativa de colombia,110550,especializacion en finanzas corporativas y riesgo financiero,administracion de empresas y derecho,meta,villavicencio,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.83742964,ALTO
1816.0,1819.0,universidad cooperativa de colombia,109162,especializacion en finanzas corporativas y riesgos financieros,administracion de empresas y derecho,santander,barrancabermeja,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.8139683,ALTO
1823.0,1823.0,universidad autonoma de bucaramanga unab,1645,especializacion en finanzas,administracion de empresas y derecho,santander,bucaramanga,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1832.0,1832.0,universidad tecnologica de bolivar,20219,especializacion en finanzas,administracion de empresas y derecho,bolivar,cartagena de indias,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1832.0,1832.0,universidad tecnologica de bolivar,105970,especializacion en finanzas,administracion de empresas y derecho,cordoba,monteria,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
2724.0,2724.0,fundacion universitaria de san gil unisangil,90885,especializacion en finanzas,administracion de empresas y derecho,santander,san gil,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
2743.0,2743.0,universidad internacional del tropico americano unitropico,117666,especializacion en finanzas y administracion publica,administracion de empresas y derecho,casanare,yopal,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.8086563,ALTO
2805.0,2805.0,universidad simon bolivar,109098,especializacion en finanzas,administracion de empresas y derecho,atlantico,barranquilla,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
2812.0,2812.0,universidad ean,54569,especializacion en negocios y finanzas internacionales,administracion de empresas y derecho,huila,neiva,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.7557368,MEDIO
2829.0,2829.0,corporacion universitaria minuto de dios uniminuto,109012,especializacion en finanzas,administracion de empresas y derecho,bolivar,cartagena de indias,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
2832.0,2832.0,universidad de santander udes,108777,especializacion en finanzas,arte y humanidades,cesar,valledupar,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
2842.0,2842.0,corporacion universitaria reformada cur,105234,especializacion en finanzas internacionales,administracion de empresas y derecho,atlantico,barranquilla,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.85218835,ALTO
2849.0,2849.0,corporacion universitaria autonoma del cauca,103505,especializacion en finanzas corporativas,administracion de empresas y derecho,cauca,popayan,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.8860949,ALTO
3705.0,3705.0,fundacion universitaria tecnologico comfenalco cartagena,102829,especializacion en finanzas,administracion de empresas y derecho,bolivar,cartagena de indias,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
9119.0,9119.0,corporacion universitaria americana,105333,especializacion en finanzas,administracion de empresas y derecho,atlantico,barranquilla,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1106.0,1106.0,universidad pedagogica y tecnologica de colombia uptc,104908,especializacion en finanzas,administracion de empresas y derecho,boyaca,chiquinquira,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1120.0,1120.0,universidad popular del cesar,7180,especializacion en finanzas,administracion de empresas y derecho,cesar,valledupar,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1212.0,1212.0,universidad de pamplona,52109,especializacion en finanzas,administracion de empresas y derecho,norte de santander,pamplona,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1213.0,1213.0,universidad del magdalena unimagdalena,16124,especializacion en finanzas,administracion de empresas y derecho,magdalena,santa marta,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1218.0,1218.0,universidad de la guajira,1732,especializacion en finanzas,administracion de empresas y derecho,la guajira,riohacha,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1713.0,1713.0,universidad del norte,8161,especializacion en finanzas,administracion de empresas y derecho,bolivar,cartagena de indias,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1713.0,1713.0,universidad del norte,54751,especializacion en finanzas,administracion de empresas y derecho,la guajira,riohacha,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1818.0,1817.0,universidad cooperativa de colombia,4486,especializacion en finanzas,administracion de empresas y derecho,santander,bucaramanga,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1818.0,1817.0,universidad cooperativa de colombia,15039,especializacion en finanzas,administracion de empresas y derecho,santander,bucaramanga,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1818.0,1819.0,universidad cooperativa de colombia,5084,especializacion en finanzas,administracion de empresas y derecho,santander,barrancabermeja,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1818.0,1819.0,universidad cooperativa de colombia,15022,especializacion en finanzas,administracion de empresas y derecho,santander,barrancabermeja,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1818.0,1819.0,universidad cooperativa de colombia,101632,especializacion en finanzas,administracion de empresas y derecho,santander,barrancabermeja,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1818.0,1820.0,universidad cooperativa de colombia,14997,especializacion en finanzas,administracion de empresas y derecho,magdalena,santa marta,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1818.0,1820.0,universidad cooperativa de colombia,4449,especializacion en finanzas,administracion de empresas y derecho,magdalena,santa marta,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1823.0,1823.0,universidad autonoma de bucaramanga unab,8325,especializacion en finanzas,administracion de empresas y derecho,norte de santander,san jose de cucuta,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1832.0,1832.0,universidad tecnologica de bolivar,7374,especializacion en finanzas,administracion de empresas y derecho,bolivar,cartagena de indias,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
2827.0,2827.0,corporacion universitaria del meta unimeta,4181,especializacion en finanzas,administracion de empresas y derecho,meta,villavicencio,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
2827.0,2827.0,corporacion universitaria del meta unimeta,14768,especializacion en finanzas,administracion de empresas y derecho,meta,villavicencio,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
9119.0,9119.0,corporacion universitaria americana,109191,especializacion en finanzas,administracion de empresas y derecho,cordoba,monteria,20398,especializacion en finanzas,Administración de Empresas y Derecho,1,,,,,,0.9999998,ALTO
1101.0,1101.0,universidad nacional de colombia,107164,doctorado en administracion,administracion de empresas y derecho,bogota d c,bogota d c,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.9999999,ALTO
1101.0,1103.0,universidad nacional de colombia,106342,doctorado en administracion,administracion de empresas y derecho,caldas,manizales,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.9999999,ALTO
1203.0,1203.0,universidad del valle,54686,doctorado en administracion,administracion de empresas y derecho,valle del cauca,santiago de cali,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.9999999,ALTO
1205.0,1205.0,universidad de cartagena,110296,doctorado en administracion phd,administracion de empresas y derecho,bolivar,cartagena de indias,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.91896623,ALTO
1706.0,1706.0,universidad externado de colombia,103030,doctorado en administracion,administracion de empresas y derecho,bogota d c,bogota d c,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.9999999,ALTO
1711.0,1711.0,universidad de la sabana,109157,doctorado en administracion de organizaciones,administracion de empresas y derecho,cundinamarca,chia,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.91179824,ALTO
1713.0,1713.0,universidad del norte,101458,doctorado en administracion,administracion de empresas y derecho,atlantico,barranquilla,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.9999999,ALTO
1718.0,1716.0,universidad de san buenaventura,107633,doctorado en administracion de negocios,administracion de empresas y derecho,valle del cauca,santiago de cali,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.88903594,ALTO
1722.0,1722.0,universidad de manizales,108429,doctorado en administracion,arte y humanidades,caldas,manizales,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.9999999,ALTO
1803.0,1803.0,universidad de la salle,110294,doctorado en administracion de empresas dba,administracion de empresas y derecho,bogota d c,bogota d c,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.8471119,ALTO
1805.0,1805.0,universidad santiago de cali,111442,doctorado en administracion,administracion de empresas y derecho,valle del cauca,santiago de cali,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.9999999,ALTO
1812.0,1812.0,universidad de medellin,102240,doctorado en administracion,administracion de empresas y derecho,antioquia,medellin,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.9999999,ALTO
